"conversation_id_str;""created_at"";""favorite_count"";""full_text"";""id_str"";""image_url"";""in_reply_to_screen_name"";""lang"";""location"";""quote_count"";""reply_count"";""retweet_count"";""tweet_url"";""user_id_str"";""username""";;;
"1786717390031790436;""Sat May 04 11:19:56 +0000 2024"";""0"";""kaget udh suruh bayar padahal ukt belum di acc ‍️ https://t.co/fDVuRdqU1l"";""1786717390031790436"";""https://pbs.twimg.com/media/GMux_iMaIAAuY65.jpg"";"""";""in"";""not so studytwt "";""0"";""1"";""0"";""https://x.com/evtherealc/status/1786717390031790436"";""1419523064291749892"";""evtherealc""";;;
"1762808122505330748;""Wed Feb 28 11:53:02 +0000 2024"";""3"";""Ngacungg yg lagi jalanin ambisi orang tua posisi cape bgt uang kuliah blm di bayar smpe denda tapi mama minta wisuda ditagih uang kuliah jwbnya bismillah jgn suruh gw part time ttp gabisa byr ukt gajinya https://t.co/cw6WyKQ8L1"";""1762808122505330748"";""https://pbs.twimg.com/media/GHbAo8PaQAAKsCj.jpg"";"""";""in"";""Indonesia"";""0"";""0"";""0"";""https://x.com/tanyarlfes/status/1762808122505330748"";""1371650588"";""tanyarlfes""";;;
"1786712323287380055;""Sat May 04 10:59:48 +0000 2024"";""4"";""Turunin dulu UKT gw ntar baru w bayar #chuaks https://t.co/OOzTZ2HhLT"";""1786712323287380055"";""https://pbs.twimg.com/media/GMutY4VaAAACMCl.jpg"";"""";""in"";""she/they | 18"";""1"";""7"";""2"";""https://x.com/erisreovultures/status/1786712323287380055"";""1414085118713425922"";""erisreovultures""";;;
"1786818187847495750;""Sat May 04 18:00:28 +0000 2024"";""0"";""Ya Allah emang boleh sekejar kejaran ini sama jadwal bayar Ukt hahahah takuttttt banget Allahu https://t.co/QScK0soebZ"";""1786818187847495750"";""https://pbs.twimg.com/media/GMwNo86bsAAoPov.jpg"";"""";""in"";""Muda; sukses; dan bertalenta."";""0"";""1"";""0"";""https://x.com/nissypizzyeasy/status/1786818187847495750"";""1036115512369938432"";""nissypizzyeasy""";;;
"1786774831402491938;""Sat May 04 15:08:11 +0000 2024"";""1"";""gen Z dinegara orang dinegara awak gen Z nya masih perang ama UKT dahlah menghayal aja awak karena itu gak mungkin terwujud.... https://t.co/HWXBdxZreX"";""1786774831402491938"";""https://pbs.twimg.com/ext_tw_video_thumb/1786774731167010816/pu/img/v_vCf10-peR63IlU.jpg"";"""";""in"";""Bandung; Jawa Barat"";""0"";""0"";""0"";""https://x.com/Al_Kauther01/status/1786774831402491938"";""1772537354563321856"";""Al_Kauther01""";;;
"1785221296042954854;""Tue Apr 30 08:14:59 +0000 2024"";""1113"";"" udah jadi BA endors lancar sampe punya brand sndri masa gamampu bayar UKT sihh mbak https://t.co/o1p0vnK5qR"";""1785221296042954854"";""https://pbs.twimg.com/media/GMZhTohbQAA48lQ.jpg"";"""";""in"";""Indonesia"";""14"";""84"";""189"";""https://x.com/tanyarlfes/status/1785221296042954854"";""1371650588"";""tanyarlfes""";;;
"1786627982846788053;""Sat May 04 05:24:39 +0000 2024"";""3"";""Dikit2 salah Pak Jokowi...yg menentukan brp besar UKT itu rektor &amp"; jajarannya Peraturan Menteri pendidikan &amp;" kebudayaan RI Nomor 25/2020 : penetapan besaran UKT dilakukan dgn mempertimbangan kemampuan ekonomi mahasiswa orang tua mahasiswa atau pihak lain yg membiayai mahasiswa https://t.co/EWXgTLFBfc"";""1786627982846788053"";""https://pbs.twimg.com/media/GMtgqz0aUAA9djn.png"";"""";""in"";"""";""0"";""1"";""1"";""https://x.com/tham878/status/1786627982846788053"";""1759100655783043072"";""tham878""";
"1780925080526373094;""Thu Apr 18 11:43:21 +0000 2024"";""9"";"" menurut kalian ini cukup buat 2 tahun? diluar uang kos dan ukt ya lokasi di jaktim. Nominalnya keliatan banyak tapi ini disuruh keep selama 2 tahun sebaik mungkin + tolong tips manage duit bulanan untuk anak kuliah rantauan https://t.co/g5lIuSwehO"";""1780925080526373094"";""https://pbs.twimg.com/media/GLcd6_mbsAA9I7z.jpg"";"""";""in"";""Indonesia"";""2"";""13"";""1"";""https://x.com/tanyarlfes/status/1780925080526373094"";""1371650588"";""tanyarlfes""";;;
"1770358380680642676;""Wed Mar 20 07:55:04 +0000 2024"";""2"";"" guys maaf curhat gue gatau ini bakal di s4lty in apa ga tp gue jujur diposisi gamau lanjut kuliah krn ibu ngeluh ga pny duit krn duitnya buat bayar ukt gw wkwk https://t.co/zeSfwTrRlY"";""1770358380680642676"";""https://pbs.twimg.com/media/GJGTjvqbgAAjDJb.jpg"";"""";""in"";""Indonesia"";""0"";""11"";""0"";""https://x.com/tanyarlfes/status/1770358380680642676"";""1371650588"";""tanyarlfes""";;;
"1786689504201609443;""Sat May 04 09:29:07 +0000 2024"";""0"";""hari ini sendirian ke atm abis tf ukt tf tagihan rumah tf ke saudara tf DP sekalian mau bayar tagihan indihome tp mau ada pengajuan dulu jd call sm cust service di parkiran rs WKWKWK harus ke grapari dulu blabla ternyata grapari dah tutup woi buka lg senin https://t.co/NbiXw5XeLM"";""1786689504201609443"";""https://pbs.twimg.com/media/GMuYoGbboAEsNTM.jpg"";"""";""in"";""F"";""0"";""2"";""0"";""https://x.com/187jt/status/1786689504201609443"";""1146966888993263616"";""187jt""";;;
"1786800456267886900;""Sat May 04 16:50:00 +0000 2024"";""7"";""ptn! guys ini beneran sema upnvj uang pangkal sama ukt nya segini? mandiri mahal banget ya ternyata... ya allah semoga aku lolos snbt.. https://t.co/m35Fa4lWWX"";""1786800456267886900"";""https://pbs.twimg.com/media/GMv8rbFbQAAiyLO.jpg"";"""";""in"";""RULES 👉"";""0"";""4"";""2"";""https://x.com/sbmptnfess/status/1786800456267886900"";""1205629250423779328"";""sbmptnfess""";;;
"1762795906976674177;""Wed Feb 28 11:04:30 +0000 2024"";""0"";"" guyss maaf mau nanya kemarin habis minjem di aklku buat bayar UKT Kuliah. Telat 2 hari soalnya gajian ku 2 hari setelah japo. Trus pas udah bayar pas cek limit kok gini ya? Ini berarti nanti gabisa minjem lagi ya? Makasi https://t.co/eIGqlSCjhG"";""1762795906976674177"";""https://pbs.twimg.com/media/GHa1iFXaAAAbuHu.jpg"";"""";""in"";""Indonesia"";""0"";""1"";""0"";""https://x.com/tanyarlfes/status/1762795906976674177"";""1371650588"";""tanyarlfes""";;;
"1786760797735280961;""Sat May 04 14:12:25 +0000 2024"";""17"";""Kalau UKT mahal ndak usah kuliah mending rebahan saja nanti kan dapat makan siang gratis sama susu gratis.. Kan kalian jg yang pengen keberlanjutan Menyongsong Indonesia Mukbang https://t.co/pgv4TTbnZX"";""1786760797735280961"";""https://pbs.twimg.com/ext_tw_video_thumb/1786760683067158528/pu/img/_J8mstlFlCwA8Huu.jpg"";"""";""in"";""🦉🤍"";""0"";""0"";""8"";""https://x.com/LeeM1neraL/status/1786760797735280961"";""1419928845138874371"";""LeeM1neraL""";;;
"1786810314761396480;""Sat May 04 17:29:11 +0000 2024"";""10"";""Tahu ga Glock 17 yg DIPAKAI bunuh Brigadir J ini buatan siapa? Yg pasti bukan Sambo Buatan siapa &amp";" kapan dibuatnya GA ADA HUBUNGAN dalam konteks mahalnya biaya UKT. Yg bersalah itu Pemerintah pangkas banyak biaya pendidikan ke Perguruan Tinggi Sudah paham atau masih ga siuman? https://t.co/IjSeDKoeep"";""1786810314761396480"";""https://pbs.twimg.com/media/GMwGgFFbcAAIlzF.jpg"";"""";""in"";"""";""0"";""1"";""3"";""https://x.com/blank0429/status/1786810314761396480"";""2908675710"";""blank0429""";;
"1694607377528500306;""Thu Aug 24 07:07:37 +0000 2023"";""24777"";""-dips! MAU CERITA DIKITT jd aku kelilit utang dari pinjaman sampai diatas 7juta karena bantu orang tua yang lagi kesusahan.. terus sender tadi mau izin cuti ke kadep karena lagi gabisa bayar ukt juga TERUSS TIBA TIBA UTANG AKU DILUNASIN SAMA DAN UKT KU JUGA (cont..)"";""1694607377528500306"";"""";"""";""in"";""⬇️BACA RULES JANGAN NGELANGGAR"";""242"";""482"";""868"";""https://x.com/undipmenfess/status/1694607377528500306"";""1177052356925513728"";""undipmenfess""";;;
"1732222844669677781;""Wed Dec 06 02:18:03 +0000 2023"";""24377"";""kuliah UKT dibayarin ortu kendaraan ke kampus dibeliin ortu laptop dikasi ortu dikasi uang makan. pas balik kerumah gadapet ilmu sama sekali grgr sering cabut"";""1732222844669677781"";"""";"""";""in"";""Tangerang; Indonesia"";""1095"";""650"";""2646"";""https://x.com/fuckphysic/status/1732222844669677781"";""1198443705935335424"";""fuckphysic""";;;
"1786714775768244498;""Sat May 04 11:09:32 +0000 2024"";""32"";""BG AK JG MAU DONG BG FOTO DI SAYAP MIG masa bayar ukt tp cm ada di cockpitnya doangg https://t.co/gYKaDvRYqW"";""1786714775768244498"";""https://pbs.twimg.com/media/GMuvmsea0AAL9Jq.jpg"";"""";""in"";""lost on the way to jannah"";""0"";""2"";""0"";""https://x.com/parhunnn_n_nya3/status/1786714775768244498"";""1223887462423941121"";""parhunnn_n_nya3""";;;
"1786622642013012077;""Sat May 04 05:03:26 +0000 2024"";""11"";""eh busett ukt uns 2024 nambah 2 golongan aje anjirr gila cok pdhl pas 2023 cuma 7 https://t.co/pUUZJMG5ni"";""1786622642013012077"";""https://pbs.twimg.com/media/GMtbsqfbcAEOJZL.jpg"";"""";""in"";"""";""0"";""2"";""0"";""https://x.com/moonaraes/status/1786622642013012077"";""1559532147052281863"";""moonaraes""";;;
"1786742534867485103;""Sat May 04 12:59:51 +0000 2024"";""2095"";""[cm] Sebenernya univ tuh ada laporan keuangannya ga sih? Maksutku kita sebagai mahasiswa biar bisa ngerti alokasi bayar ukt sebanyak ini bertahun2 dari sekian banyak mahasiswa tuh kepake buat apa aja?? Biar ada transparasinya juga gitu loh... berasa blind paid dah kalau (cont..) https://t.co/stn0brTNzo"";""1786742534867485103"";""https://pbs.twimg.com/media/GMvI3JvbUAAAL5z.jpg"";"""";""in"";"""";""271"";""303"";""85"";""https://x.com/collegemenfess/status/1786742534867485103"";""1046084008742801408"";""collegemenfess""";;;
"1786719413548593409;""Sat May 04 11:27:58 +0000 2024"";""0"";""Yuk mari yang mau dibantu checkout DUOLINGO ENGLISH TEST dijamin fast process . . . ᝰ.ᐟ 1x test bundle (2x test) Reguler fast track (faster result) ───────────── t. jastip jasa titip bayar co payment det beli pembayaran iisma lpdp ict iup scholarship https://t.co/ykGeqJDgwW"";""1786719413548593409"";""https://pbs.twimg.com/media/GMuzzpxboAAtqO6.jpg"";"""";""in"";""akun promosi"";""1"";""1"";""1"";""https://x.com/aekawrin/status/1786719413548593409"";""1028521501371195393"";""aekawrin""";;;
"1786595900581990828;""Sat May 04 03:17:10 +0000 2024"";""0"";""[MADILOG #2 KUPAS TUNTAS FAKTA KENAIKAN GOLONGAN UKT: HAMBATAN ATAU PELUANG PENDIDIKAN?] Halo Keluarga Mahasiswa UPNVJ! Penasaran dengan isi diskusi tersebut? Yuk dengerin selengkapnya hanya disinii! https://t.co/3SR9XZuHeW https://t.co/snUBWY5dX4"";""1786595900581990828"";""https://pbs.twimg.com/media/GMtDgK0b0AAu0uY.jpg"";"""";""in"";"""";""0"";""0"";""0"";""https://x.com/bem__upnvj/status/1786595900581990828"";""1213693118362476544"";""bem__upnvj""";;;
"1786761098131337647;""Sat May 04 14:13:36 +0000 2024"";""2"";""[Cm] talking about diss Ada temen sekelas sender yg bisa menuhin kebutuhan sekunder bahkan tersiernya tapi dapet ini sedangkan ada temen sender yg bapaknya udah gabisa kerja ikut kerja sana sini bahkan bayar ukt pun separuhnya minjem saudara/ org ngajuin (cont..) https://t.co/3rTggRl6Li"";""1786761098131337647"";""https://pbs.twimg.com/media/GMvZvyeb0AAPjIE.jpg"";"""";""in"";"""";""0"";""2"";""0"";""https://x.com/collegemenfess/status/1786761098131337647"";""1046084008742801408"";""collegemenfess""";;;
"1786672506503581934;""Sat May 04 08:21:34 +0000 2024"";""0"";""Mau ngomong gak setuju tapi liat UKT kampus kemarin naik akhirnya cuman bisa mengiyakan tapi ini juga liat kampusnya + jurusannya dulu kalo ambil Binus/UII/Univ Ciputra/Yarsi atau ambil FK swasta ya mahal juga sih"";""1786672506503581934"";"""";"""";""in"";""STIH Pondok Korea "";""0"";""0"";""0"";""https://x.com/DiarArdan/status/1786672506503581934"";""1539956363820175360"";""DiarArdan""";;;
"1786656589572964722;""Sat May 04 07:18:20 +0000 2024"";""12"";""PTN maupun Perguruan Tinggi Negeri Berbadan Hukum (PTN-BH) memang berhak menaikkan UKT bagi mahasiswa. Kendati demikian ada ketentuan yang harus dipatuhi PTN maupun PTN-BH sebelum menetapkan kenaikan UKT mahasiswa. https://t.co/DqkPyGM1Cd"";""1786656589572964722"";""https://pbs.twimg.com/media/GMt6r5XacAA_u7i.jpg"";"""";""in"";""Bandung; Jawa Barat"";""3"";""2"";""3"";""https://x.com/SyaifulHooda/status/1786656589572964722"";""893313470208253953"";""SyaifulHooda""";;;
"1770336284315168909;""Wed Mar 20 06:27:16 +0000 2024"";""5767"";""Kalau Anda PNS/ASN yang menguliahkan anak walaupun: - Penghasilan mau level umbi atau di bawah UMK - Keadaan rumah udah entah kaya gimana - Tagihan air atau listrik yang menyedihkan udah dikasih UKT kuliah anak Anda akan maksimum."";""1770336284315168909"";"""";"""";""in"";""Michuhol-gu; Republic of Korea"";""402"";""353"";""1229"";""https://x.com/ardisatriawan/status/1770336284315168909"";""170542374"";""ardisatriawan""";;;
"1786656167365947667;""Sat May 04 07:16:39 +0000 2024"";""10"";""Ketua Komisi X DPR Syaiful Huda meminta pihak PTN memberi penjelasan dengan transparan untuk merespons protes UKT yang disuarakan mahasiswa Unsoed dan UGM https://t.co/FelUN6tCKU https://t.co/avnQ2heMck"";""1786656167365947667"";""https://pbs.twimg.com/media/GMt6T_xbsAAs6cQ.jpg"";"""";""in"";""Bandung; Jawa Barat"";""0"";""0"";""6"";""https://x.com/SyaifulHooda/status/1786656167365947667"";""893313470208253953"";""SyaifulHooda""";;;
"1786624350499811375;""Sat May 04 05:10:13 +0000 2024"";""0"";""[BERITA] Isu Kenaikan UKT Belum Usai Mahasiswa Kembali Hadiri Audiensi Oleh: Linggar Putri Pambajeng Baca selengkapnya di: https://t.co/qbzkuA6PFv https://t.co/fRzLxqgIRV"";""1786624350499811375"";""https://pbs.twimg.com/media/GMtdYMiaIAAYqXf.jpg"";"""";""in"";""Purwokerto; Jawa Tengah"";""0"";""0"";""0"";""https://x.com/LPMSketsa/status/1786624350499811375"";""555939417"";""LPMSketsa""";;;
"1786734978828829142;""Sat May 04 12:29:49 +0000 2024"";""227"";""Saya gak tahu sih apakah UKT 12.5 juta + IPI 12.5 juta per semester lagi itu worth it? Kalau bayar segitu yang mampu bayar akan mikir: sekalian ke negara tetangga saja kuliahnya? Di Thailand juga segituan..."";""1786734978828829142"";"""";"""";""in"";""Michuhol-gu; Republic of Korea"";""9"";""24"";""46"";""https://x.com/ardisatriawan/status/1786734978828829142"";""170542374"";""ardisatriawan""";;;
"1750320341711470818;""Thu Jan 25 00:51:03 +0000 2024"";""13885"";""Yang sering terlupakan itu ongkos hidup orang yang lebih miskin itu lebih mahal daripada yang kaya. 1) Yang kaya bisa beli rumah cash yang miskin harus KPR jatuhnya jauuuh lebih mahal. 2) Bayar UKT yang kaya bisa cash yang miskin harus pinjam dengan bunga bunganya bisa 20%"";""1750320341711470818"";"""";"""";""in"";""Michuhol-gu; Republic of Korea"";""422"";""270"";""5093"";""https://x.com/ardisatriawan/status/1750320341711470818"";""170542374"";""ardisatriawan""";;;
"1761172610090750273;""Fri Feb 23 23:34:05 +0000 2024"";""10664"";""Petani kopi tdk minum kopi yg ditanam melainkan minum kopi sachet. Buruh pabrik sepatu tdk bs membeli sepatu yg dihasilkannya sendiri. Dosen tdk bs membayar UKT anaknya yg berkuliah di kampusnya sendiri. Apa artinya ini? Mrk sama2 tdk memiliki kontrol thd alat produksi"";""1761172610090750273"";"""";"""";""in"";""Middle world; also underworld and upperworld"";""259"";""337"";""2968"";""https://x.com/BuruhSiluman/status/1761172610090750273"";""21861624"";""BuruhSiluman""";;;
"1761712257774539232;""Sun Feb 25 11:18:27 +0000 2024"";""22442"";""Hal tergila lo jadi mahasiswa: HUTANG KE BANK 30 JT CICILAN 5 TH DEMI BUAT BAYAR UKT KULIAH Ortu ga tau soal ini sama sekali karena taunya gue kuliah sambil kerja lancar aja. Btw gue udah lulus 2022 Doain cicilan lunas ya tinggal 1 th lagi [cm]"";""1761712257774539232"";"""";"""";""in"";"""";""152"";""644"";""597"";""https://x.com/collegemenfess/status/1761712257774539232"";""1046084008742801408"";""collegemenfess""";;;
"1750797334517260508;""Fri Jan 26 08:26:27 +0000 2024"";""10248"";""Open B*O B0t1 itb! Mulus blm pernah ngapa-ngapain. Bisa COD 12.5 juta BU buat bayar UKT"";""1750797334517260508"";"""";"""";""in"";""Ganesha; Jatinangor; Cirebon"";""851"";""608"";""705"";""https://x.com/itbfess/status/1750797334517260508"";""1273190263121297409"";""itbfess""";;;
"1684848308018352128;""Fri Jul 28 08:48:34 +0000 2023"";""6900"";""[KHUSUS MABA &amp";" TAHUN KEDUA] Mau beasiswa penuh? Dibayarin: 1. UKT (BERAPA PUN gaada batasan) 2. Biaya hidup sd jutaan/bulan 3. Uang pendidikan/buku per semester Daftar Beasiswa Unggulan! Alhamdulillah aku awardee Beasiswa Unggulan juga siapa mau tips daftar/mentoring gratis?"";""1684848308018352128"";"""";"""";""in"";""Bandung-Jakarta"";""72"";""366"";""1475"";""https://x.com/ahnafau/status/1684848308018352128"";""1250114172345405441"";""ahnafau""";;
"1786787841634369885;""Sat May 04 15:59:53 +0000 2024"";""0"";""mau dong dipanggil ukt itb"";""1786787841634369885"";"""";"""";""in"";"""";""0"";""1"";""0"";""https://x.com/BERSANDlWARA/status/1786787841634369885"";""1610251675377479681"";""BERSANDlWARA""";;;
"1416070122746257411;""Fri Jul 16 16:20:01 +0000 2021"";""6251"";""Ptn! TAI KUCING BUAT KALIAN YG BILANG EKONOMI GA MENGHALANGI MERAIH MIMPI. Tuh lihat temen gue gabisa lanjut di UGM krn dapet ukt 5jt dahal bapak ibunya gaji UMR wilayah plosok buat biayain serumah + mbahnya. Ya Allah nangis"";""1416070122746257411"";"""";"""";""in"";""RULES 👉"";""219"";""223"";""376"";""https://x.com/sbmptnfess/status/1416070122746257411"";""1205629250423779328"";""sbmptnfess""";;;
"1786624904701649379;""Sat May 04 05:12:25 +0000 2024"";""0"";""kampusku dengan ukt fk termurah sudah dipatahkan sepertinya wkwk gila banget naiknya"";""1786624904701649379"";"""";"""";""in"";""akun hype drachin + random"";""0"";""1"";""0"";""https://x.com/acwtivity/status/1786624904701649379"";""1758876554107715584"";""acwtivity""";;;
"1786614033220817401;""Sat May 04 04:29:13 +0000 2024"";""50"";""SEKOLAH GRATIS TAK DIPILIH MALAH PILIH MAKAN SIANG GRATIS... MAHASISWA DAN RAKYAT DEMO KEMENDIKBUD DI HARDIKNAS TOLAK KERAS UKT MAHAL....‼️ #AksiDewanRevolusiRakyat #AksiDewanRevolusiRakyat 🆘🆗 https://t.co/sElpXQCs6F"";""1786614033220817401"";""https://pbs.twimg.com/ext_tw_video_thumb/1786613879398883328/pu/img/SQehEfg3-f4C-K6e.jpg"";"""";""in"";"""";""4"";""5"";""42"";""https://x.com/ArdieSuhardi321/status/1786614033220817401"";""1773641343858024448"";""ArdieSuhardi321""";;;
"1786441204785393737;""Fri May 03 17:02:28 +0000 2024"";""16"";""[INFO UKT PTN 2024] Halo semua gimana nih utbknya aku harap semua lancar ya dan semoga lolos pilihan pertama kalian. Kira kira udah sejauh apa nih persiapan jadi mahasiswanya btw udah pada tau nominal UKT kampus impian ? #AMBISVERSE #ambistwt #utbk2024 #snbt2024 https://t.co/RaOacqb9Yi"";""1786441204785393737"";""https://pbs.twimg.com/media/GMq2zFgasAEwiad.jpg"";"""";""in"";""Jakarta Barat; DKI Jakarta"";""1"";""1"";""3"";""https://x.com/PradhitaDewi/status/1786441204785393737"";""1291689143370518528"";""PradhitaDewi""";;;
"1786699478919258312;""Sat May 04 10:08:45 +0000 2024"";""5"";""[cm] sender penerima KIP tapi yang potongan UKT 2 4 dan non biaya hidup. dari semua angkatan cuma angkatan 23 yang ada skema 2 kayak gini. tahun ini katanya skema 2 bakal dihapus kira yang angkatan 23 bakal ngikut peraturan baru atau ngga ya? jujur sender masi (cont..) https://t.co/oeBswVXfyw"";""1786699478919258312"";""https://pbs.twimg.com/media/GMuhtHLbgAABZiN.jpg"";"""";""in"";"""";""0"";""1"";""0"";""https://x.com/collegemenfess/status/1786699478919258312"";""1046084008742801408"";""collegemenfess""";;;
"1786440230196916579;""Fri May 03 16:58:35 +0000 2024"";""1"";""Langkahi Keputusan Menteri Agama Mahasiswa UIN Jakarta Gugat Kenaikan UKT https://t.co/nQiUOIp4Pg https://t.co/BRQu1vDRUK"";""1786440230196916579"";""https://pbs.twimg.com/media/GMq16juasAcRkvX.jpg"";"""";""in"";""9.9"";""0"";""0"";""0"";""https://x.com/liljisunh/status/1786440230196916579"";""1455524258189234178"";""liljisunh""";;;
"1786665561025544262;""Sat May 04 07:53:59 +0000 2024"";""0"";"" Cara mudahnya dengan menaikkan UKT Cara susahnya dengan bikin FK di Institut https://t.co/maGJRM5yr0"";""1786665561025544262"";""https://pbs.twimg.com/media/GMuC25qa0AEa3kk.jpg"";"""";""in"";""Indonesia"";""0"";""1"";""0"";""https://x.com/sarasanoltiga/status/1786665561025544262"";""75359687"";""sarasanoltiga""";;;
"1786352466856235200;""Fri May 03 11:09:51 +0000 2024"";""0"";""Ini UKT adek gua gede bgt anjir unsil kaga kira kira ngasih UKT edaann dikira ptn unsil udah setara UI apa"";""1786352466856235200"";"""";"""";""in"";"""";""0"";""3"";""0"";""https://x.com/jinjuningning/status/1786352466856235200"";""1724008530519445504"";""jinjuningning""";;;
"1674956396176232448;""Sat Jul 01 01:41:38 +0000 2023"";""3410"";""Itung-itungan PNS jelata nyekolahin 2 anaknya ke Univ dg UKT 17 5jt: Income: Gaji+tunj: 3-4 jt Tukin/ TPP: kisaran 2-3 juta Total 5-7jt /bulan Pengeluaran Klo UKT per sem 17 5 anak 2 berarti 35 jt/ 6 bln Total gaji 5 jtx6 br dapet 30 jt. Terus biaya laen dari mana coba?"";""1674956396176232448"";"""";"""";""in"";""kalo gps-nya sih di kantor 😌"";""332"";""460"";""760"";""https://x.com/PNS_Garis_Lucu/status/1674956396176232448"";""1169788851482574848"";""PNS_Garis_Lucu""";;;
"1786753463352975519;""Sat May 04 13:43:16 +0000 2024"";""0"";""Bayar ukt S2 puluhan juta tp dana riset kaga dikasih wkaokaoa Lucu "";""1786753463352975519"";"""";"""";""in"";""대한민국 서울"";""0"";""1"";""0"";""https://x.com/Callmecrack/status/1786753463352975519"";""1160916792954351617"";""Callmecrack""";;;
"1786698493064790186;""Sat May 04 10:04:50 +0000 2024"";""0"";""hih kesel bgt hpku lag teruuus pgn hp baru tp bentar lagi bayar ukt"";""1786698493064790186"";"""";"""";""in"";""Kediri; Jawa Timur"";""0"";""0"";""0"";""https://x.com/8yiibo/status/1786698493064790186"";""1292787581407473664"";""8yiibo""";;;
"1614844921562951687;""Mon Jan 16 04:40:06 +0000 2023"";""43683"";""Dibalik mahasiswa bidik misi yg pake iPhone 6-14 dan foya-foya glamour macam pantek ada mahasiswa lainnya yg mau bayar ukt aja harus nangis tiap malam dan bercucur keringat."";""1614844921562951687"";"""";"""";""in"";""DKI Jakarta; Indonesia"";""1430"";""1110"";""6547"";""https://x.com/capekreallife/status/1614844921562951687"";""1393491170689355778"";""capekreallife""";;;
"1786708862164476318;""Sat May 04 10:46:02 +0000 2024"";""0"";""ask! guys info ukt buat anak PPKB UI dong yg tahun 2024 yaa"";""1786708862164476318"";"""";"""";""in"";""danau kenanga"";""0"";""1"";""0"";""https://x.com/uibaseNG/status/1786708862164476318"";""1754127676305289216"";""uibaseNG""";;;
"1668925678455246848;""Wed Jun 14 10:17:43 +0000 2023"";""6343"";""Frustasi Maba UI Dipatok Bayar UKT Satu Semester Rp17 5 Juta https://t.co/7fHaynHBQi"";""1668925678455246848"";"""";"""";""in"";"""";""982"";""673"";""716"";""https://x.com/CNNIndonesia/status/1668925678455246848"";""17128975"";""CNNIndonesia""";;;
"1201293804738756608;""Mon Dec 02 00:15:36 +0000 2019"";""2831"";""[cm] kuliah haha hihi ga kerasa dah mau bayar ukt lagi "";""1201293804738756608"";"""";"""";""in"";"""";""359"";""321"";""2685"";""https://x.com/collegemenfess/status/1201293804738756608"";""1046084008742801408"";""collegemenfess""";;;
"1786472338617418017;""Fri May 03 19:06:11 +0000 2024"";""0"";"" nambah semester = bayar ukt "";""1786472338617418017"";"""";"""";""in"";""unlabeled | 21+"";""0"";""0"";""2"";""https://x.com/hakameow/status/1786472338617418017"";""1412699769189797888"";""hakameow""";;;
"1786618177470050813;""Sat May 04 04:45:41 +0000 2024"";""1"";""Bajingan seng kipk numpak mobil adem tentrem sg ukt xx numpak beat karbu️"";""1786618177470050813"";"""";"""";""in"";""Anyang-si; Republic of Korea"";""0"";""0"";""0"";""https://x.com/gyubitterie/status/1786618177470050813"";""1754189554322714624"";""gyubitterie""";;;
"1786699228707950956;""Sat May 04 10:07:46 +0000 2024"";""2"";""udah selesei intinya aku ga berharap karena UKT NAIK"";""1786699228707950956"";"""";"""";""in"";""ngayogyakarta"";""0"";""0"";""0"";""https://x.com/lintungisme/status/1786699228707950956"";""1240251027024007168"";""lintungisme""";;;
"1709520777891197162;""Wed Oct 04 10:48:09 +0000 2023"";""13171"";""-dips! mama ayah cuma penjual bakpau keliling tp bs kuliahin aku sampe sekarang ukt diatas gol4 kos aman jajan aman bgt tanpa pernah dapet kip atau kipk atau bantuan apapun selama sekolah sampe detik ini. bahkan sma pun bs biayain aku di swasta. kayak. kayak yaallah (cont..)"";""1709520777891197162"";"""";"""";""in"";""⬇️BACA RULES JANGAN NGELANGGAR"";""163"";""278"";""497"";""https://x.com/undipmenfess/status/1709520777891197162"";""1177052356925513728"";""undipmenfess""";;;
"1786703668689219828;""Sat May 04 10:25:24 +0000 2024"";""5"";""semoga yg lagi banding ukt diterima sesuai yg kalian harapkan!!! ak jg ikutan dagdigdug "";""1786703668689219828"";"""";"""";""in"";""Gadjah Mada University"";""0"";""3"";""0"";""https://x.com/daffocdils/status/1786703668689219828"";""1540217628169363457"";""daffocdils""";;;
"1754148990021697726;""Sun Feb 04 14:24:44 +0000 2024"";""23378"";""[cm] pertanyaan saya mengenai ukt YANG MAHAL ITU he knows so well "";""1754148990021697726"";"""";"""";""in"";"""";""256"";""183"";""2424"";""https://x.com/collegemenfess/status/1754148990021697726"";""1046084008742801408"";""collegemenfess""";;;
"1786746387415368142;""Sat May 04 13:15:09 +0000 2024"";""0"";""jujur iya gila ukt seharga apaan 105juta"";""1786746387415368142"";"""";"""";""in"";""999"";""0"";""0"";""0"";""https://x.com/applepiedrizzle/status/1786746387415368142"";""1677300961197568001"";""applepiedrizzle""";;;
"1786376220772540824;""Fri May 03 12:44:14 +0000 2024"";""941"";""knp ya blio ini wujudnya seperti akan membayar ukt dan biaya kosanku https://t.co/y5Zejtwob0"";""1786376220772540824"";""https://pbs.twimg.com/media/GMp7shGacAA4qaz.jpg"";"""";""in"";""unlabeled"";""45"";""18"";""119"";""https://x.com/DAREDRVILS/status/1786376220772540824"";""1136199659611860994"";""DAREDRVILS""";;;
